date,key,label,ind,occ,unocc,cap,cap_funding,rate,col_type,indent,is_total
2026-08-31,singles_total,"Singles Sectors, Total",3241,3241,129,3370,3490,96.2,bed,0,True
2026-08-31,emerg_total,"Emergency Shelter Programs, Total",2470,2470,67,2537,2645,97.4,bed,1,True
2026-08-31,mix_emerg,"Mixed Adult, Emergency",523,523,2,525,537,99.6,bed,2,False
2026-08-31,men_emerg,"Men, Emergency",1024,1024,52,1076,1166,95.2,bed,2,False
2026-08-31,wom_emerg,"Women, Emergency",485,485,2,487,492,99.6,bed,2,False
2026-08-31,yth_emerg,"Youth, Emergency",438,438,11,449,450,97.6,bed,2,False
2026-08-31,trans_total,"Transitional Shelter Programs, Total",771,771,62,833,845,92.6,bed,1,True
2026-08-31,mix_trans,"Mixed Adult, Transitional",212,212,7,219,219,96.8,bed,2,False
2026-08-31,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-31,men_trans,"Men, Transitional",164,164,18,182,185,90.1,bed,2,False
2026-08-31,wom_trans,"Women, Transitional",120,120,2,122,128,98.4,bed,2,False
2026-08-31,yth_trans,"Youth, Transitional",268,268,21,289,291,92.7,bed,2,False
2026-08-31,allied_total,"Allied Services, Total",356,356,12,368,368,96.7,bed,0,True
2026-08-31,respites,24-Hour Respites,295,295,5,300,300,98.3,bed,1,False
2026-08-31,dropin,24-Hour Women's Drop-ins,61,61,7,68,68,89.7,bed,1,False
2026-08-31,temp_resp,24-Hour Temporary Response Sites,49,49,0,49,50,100.0,bed,0,False
2026-08-31,hotels,Hotels,1979,1487,4,1491,1515,99.7,room,0,False
2026-08-31,iso,Isolation/Recovery Programs Combined Total,0,0,0,0,0,,room,0,False
2026-08-30,all_shelter,"All Shelter Programs, Total",7563,,,,,,summary,0,True
2026-08-30,room_based,"Shelter Programs, Room-Based, Total",1928,,,,,,summary,1,True
2026-08-30,singles_sector,"Singles Sector Programs, Total",5635,,,,,,summary,1,True
2026-08-30,singles_shelter,"  Shelter Programs, Singles, Total",3244,3244,110,3354,3473,96.7,summary,2,False
2026-08-30,allied_summ,"  Allied Services, Total",361,361,7,368,368,98.1,summary,2,False
2026-08-30,temp_summ,"  Temporary Programs, Total",2030,,,,,,summary,2,False
2026-08-30,iso_summ,Temporary Isolation/Recovery Programs,0,0,0,0,0,,summary,1,False
2026-08-30,fam_total,"Family Sector, Total",1517,488,0,488,586,100.0,room,0,True
2026-08-30,fam_emerg,"Families, Emergency Shelter Programs",679,229,0,229,249,100.0,room,1,False
2026-08-30,fam_trans_r,"Families, Transitional Shelter Programs",341,120,0,120,119,100.0,room,1,False
2026-08-30,fam_hotel,"Families, Motel/Hotel Programs",497,139,0,139,218,100.0,room,1,False
2026-08-30,sng_hotel,"Single Sector Motel/Hotel, Total",411,198,0,198,258,100.0,room,0,True
2026-08-30,singles_total,"Singles Sectors, Total",3244,3244,110,3354,3473,96.7,bed,0,True
2026-08-30,emerg_total,"Emergency Shelter Programs, Total",2473,2473,48,2521,2628,98.1,bed,1,True
2026-08-30,mix_emerg,"Mixed Adult, Emergency",523,523,2,525,537,99.6,bed,2,False
2026-08-30,men_emerg,"Men, Emergency",1023,1023,38,1061,1149,96.4,bed,2,False
2026-08-30,wom_emerg,"Women, Emergency",486,486,0,486,492,100.0,bed,2,False
2026-08-30,yth_emerg,"Youth, Emergency",441,441,8,449,450,98.2,bed,2,False
2026-08-30,trans_total,"Transitional Shelter Programs, Total",771,771,62,833,845,92.6,bed,1,True
2026-08-30,mix_trans,"Mixed Adult, Transitional",213,213,6,219,219,97.3,bed,2,False
2026-08-30,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-30,men_trans,"Men, Transitional",163,163,19,182,185,89.6,bed,2,False
2026-08-30,wom_trans,"Women, Transitional",120,120,2,122,128,98.4,bed,2,False
2026-08-30,yth_trans,"Youth, Transitional",268,268,21,289,291,92.7,bed,2,False
2026-08-30,allied_total,"Allied Services, Total",361,361,7,368,368,98.1,bed,0,True
2026-08-30,respites,24-Hour Respites,298,298,2,300,300,99.3,bed,1,False
2026-08-30,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2026-08-30,temp_resp,24-Hour Temporary Response Sites,49,49,0,49,50,100.0,bed,0,False
2026-08-30,hotels,Hotels,1981,1487,6,1493,1515,99.6,room,0,False
2026-08-30,iso,Isolation/Recovery Programs Combined Total,0,0,0,0,0,,room,0,False
2026-08-29,all_shelter,"All Shelter Programs, Total",7579,,,,,,summary,0,True
2026-08-29,room_based,"Shelter Programs, Room-Based, Total",1930,,,,,,summary,1,True
2026-08-29,singles_sector,"Singles Sector Programs, Total",5649,,,,,,summary,1,True
2026-08-29,singles_shelter,"  Shelter Programs, Singles, Total",3259,3259,115,3374,3490,96.6,summary,2,False
2026-08-29,allied_summ,"  Allied Services, Total",360,360,8,368,368,97.8,summary,2,False
2026-08-29,temp_summ,"  Temporary Programs, Total",2030,,,,,,summary,2,False
2026-08-29,iso_summ,Temporary Isolation/Recovery Programs,0,0,0,0,0,,summary,1,False
2026-08-29,fam_total,"Family Sector, Total",1517,488,0,488,586,100.0,room,0,True
2026-08-29,fam_emerg,"Families, Emergency Shelter Programs",683,230,0,230,249,100.0,room,1,False
2026-08-29,fam_trans_r,"Families, Transitional Shelter Programs",341,120,0,120,119,100.0,room,1,False
2026-08-29,fam_hotel,"Families, Motel/Hotel Programs",493,138,0,138,218,100.0,room,1,False
2026-08-29,sng_hotel,"Single Sector Motel/Hotel, Total",413,199,0,199,258,100.0,room,0,True
2026-08-29,singles_total,"Singles Sectors, Total",3259,3259,115,3374,3490,96.6,bed,0,True
2026-08-29,emerg_total,"Emergency Shelter Programs, Total",2486,2486,55,2541,2645,97.8,bed,1,True
2026-08-29,mix_emerg,"Mixed Adult, Emergency",526,526,1,527,537,99.8,bed,2,False
2026-08-29,men_emerg,"Men, Emergency",1030,1030,49,1079,1166,95.5,bed,2,False
2026-08-29,wom_emerg,"Women, Emergency",486,486,0,486,492,100.0,bed,2,False
2026-08-29,yth_emerg,"Youth, Emergency",444,444,5,449,450,98.9,bed,2,False
2026-08-29,trans_total,"Transitional Shelter Programs, Total",773,773,60,833,845,92.8,bed,1,True
2026-08-29,mix_trans,"Mixed Adult, Transitional",213,213,6,219,219,97.3,bed,2,False
2026-08-29,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-29,men_trans,"Men, Transitional",166,166,16,182,185,91.2,bed,2,False
2026-08-29,wom_trans,"Women, Transitional",120,120,2,122,128,98.4,bed,2,False
2026-08-29,yth_trans,"Youth, Transitional",267,267,22,289,291,92.4,bed,2,False
2026-08-29,allied_total,"Allied Services, Total",360,360,8,368,368,97.8,bed,0,True
2026-08-29,respites,24-Hour Respites,297,297,3,300,300,99.0,bed,1,False
2026-08-29,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2026-08-29,temp_resp,24-Hour Temporary Response Sites,49,49,0,49,50,100.0,bed,0,False
2026-08-29,hotels,Hotels,1981,1487,5,1492,1515,99.7,room,0,False
2026-08-29,iso,Isolation/Recovery Programs Combined Total,0,0,0,0,0,,room,0,False
2026-08-28,all_shelter,"All Shelter Programs, Total",7574,,,,,,summary,0,True
2026-08-28,room_based,"Shelter Programs, Room-Based, Total",1936,,,,,,summary,1,True
2026-08-28,singles_sector,"Singles Sector Programs, Total",5638,,,,,,summary,1,True
2026-08-28,singles_shelter,"  Shelter Programs, Singles, Total",3252,3252,124,3376,3490,96.3,summary,2,False
2026-08-28,allied_summ,"  Allied Services, Total",358,358,10,368,368,97.3,summary,2,False
2026-08-28,temp_summ,"  Temporary Programs, Total",2028,,,,,,summary,2,False
2026-08-28,iso_summ,Temporary Isolation/Recovery Programs,0,0,0,0,0,,summary,1,False
2026-08-28,fam_total,"Family Sector, Total",1521,489,3,492,586,99.4,room,0,True
2026-08-28,fam_emerg,"Families, Emergency Shelter Programs",683,230,2,232,249,99.1,room,1,False
2026-08-28,fam_trans_r,"Families, Transitional Shelter Programs",341,120,0,120,119,100.0,room,1,False
2026-08-28,fam_hotel,"Families, Motel/Hotel Programs",497,139,1,140,218,99.3,room,1,False
2026-08-28,sng_hotel,"Single Sector Motel/Hotel, Total",415,199,0,199,258,100.0,room,0,True
2026-08-28,singles_total,"Singles Sectors, Total",3252,3252,124,3376,3490,96.3,bed,0,True
2026-08-28,emerg_total,"Emergency Shelter Programs, Total",2480,2480,63,2543,2645,97.5,bed,1,True
2026-08-28,mix_emerg,"Mixed Adult, Emergency",525,525,3,528,537,99.4,bed,2,False
2026-08-28,men_emerg,"Men, Emergency",1030,1030,50,1080,1166,95.4,bed,2,False
2026-08-28,wom_emerg,"Women, Emergency",485,485,1,486,492,99.8,bed,2,False
2026-08-28,yth_emerg,"Youth, Emergency",440,440,9,449,450,98.0,bed,2,False
2026-08-28,trans_total,"Transitional Shelter Programs, Total",772,772,61,833,845,92.7,bed,1,True
2026-08-28,mix_trans,"Mixed Adult, Transitional",212,212,7,219,219,96.8,bed,2,False
2026-08-28,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-28,men_trans,"Men, Transitional",166,166,16,182,185,91.2,bed,2,False
2026-08-28,wom_trans,"Women, Transitional",120,120,2,122,128,98.4,bed,2,False
2026-08-28,yth_trans,"Youth, Transitional",267,267,22,289,291,92.4,bed,2,False
2026-08-28,allied_total,"Allied Services, Total",358,358,10,368,368,97.3,bed,0,True
2026-08-28,respites,24-Hour Respites,298,298,2,300,300,99.3,bed,1,False
2026-08-28,dropin,24-Hour Women's Drop-ins,60,60,8,68,68,88.2,bed,1,False
2026-08-28,temp_resp,24-Hour Temporary Response Sites,49,49,0,49,50,100.0,bed,0,False
2026-08-28,hotels,Hotels,1979,1485,4,1489,1515,99.7,room,0,False
2026-08-28,iso,Isolation/Recovery Programs Combined Total,0,0,0,0,0,,room,0,False
2026-08-27,all_shelter,"All Shelter Programs, Total",7592,,,,,,summary,0,True
2026-08-27,room_based,"Shelter Programs, Room-Based, Total",1944,,,,,,summary,1,True
2026-08-27,singles_sector,"Singles Sector Programs, Total",5648,,,,,,summary,1,True
2026-08-27,singles_shelter,"  Shelter Programs, Singles, Total",3260,3260,120,3380,3490,96.4,summary,2,False
2026-08-27,allied_summ,"  Allied Services, Total",360,360,7,367,368,98.1,summary,2,False
2026-08-27,temp_summ,"  Temporary Programs, Total",2028,,,,,,summary,2,False
2026-08-27,iso_summ,Temporary Isolation/Recovery Programs,0,0,0,0,0,,summary,1,False
2026-08-27,fam_total,"Family Sector, Total",1523,490,1,491,586,99.8,room,0,True
2026-08-27,fam_emerg,"Families, Emergency Shelter Programs",682,230,1,231,249,99.6,room,1,False
2026-08-27,fam_trans_r,"Families, Transitional Shelter Programs",341,120,0,120,119,100.0,room,1,False
2026-08-27,fam_hotel,"Families, Motel/Hotel Programs",500,140,0,140,218,100.0,room,1,False
2026-08-27,sng_hotel,"Single Sector Motel/Hotel, Total",421,200,0,200,258,100.0,room,0,True
2026-08-27,singles_total,"Singles Sectors, Total",3260,3260,120,3380,3490,96.4,bed,0,True
2026-08-27,emerg_total,"Emergency Shelter Programs, Total",2485,2485,62,2547,2645,97.6,bed,1,True
2026-08-27,mix_emerg,"Mixed Adult, Emergency",527,527,2,529,537,99.6,bed,2,False
2026-08-27,men_emerg,"Men, Emergency",1033,1033,48,1081,1166,95.6,bed,2,False
2026-08-27,wom_emerg,"Women, Emergency",487,487,1,488,492,99.8,bed,2,False
2026-08-27,yth_emerg,"Youth, Emergency",438,438,11,449,450,97.6,bed,2,False
2026-08-27,trans_total,"Transitional Shelter Programs, Total",775,775,58,833,845,93.0,bed,1,True
2026-08-27,mix_trans,"Mixed Adult, Transitional",213,213,6,219,219,97.3,bed,2,False
2026-08-27,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-27,men_trans,"Men, Transitional",168,168,14,182,185,92.3,bed,2,False
2026-08-27,wom_trans,"Women, Transitional",120,120,2,122,128,98.4,bed,2,False
2026-08-27,yth_trans,"Youth, Transitional",267,267,22,289,291,92.4,bed,2,False
2026-08-27,allied_total,"Allied Services, Total",360,360,7,367,368,98.1,bed,0,True
2026-08-27,respites,24-Hour Respites,297,297,2,299,300,99.3,bed,1,False
2026-08-27,dropin,24-Hour Women's Drop-ins,63,63,5,68,68,92.6,bed,1,False
2026-08-27,temp_resp,24-Hour Temporary Response Sites,47,47,0,47,50,100.0,bed,0,False
2026-08-27,hotels,Hotels,1981,1485,7,1492,1515,99.5,room,0,False
2026-08-27,iso,Isolation/Recovery Programs Combined Total,0,0,0,0,0,,room,0,False
2026-08-26,all_shelter,"All Shelter Programs, Total",7601,,,,,,summary,0,True
2026-08-26,room_based,"Shelter Programs, Room-Based, Total",1956,,,,,,summary,1,True
2026-08-26,singles_sector,"Singles Sector Programs, Total",5645,,,,,,summary,1,True
2026-08-26,singles_shelter,"  Shelter Programs, Singles, Total",3262,3262,120,3382,3490,96.5,summary,2,False
2026-08-26,allied_summ,"  Allied Services, Total",360,360,7,367,368,98.1,summary,2,False
2026-08-26,temp_summ,"  Temporary Programs, Total",2023,,,,,,summary,2,False
2026-08-26,iso_summ,Temporary Isolation/Recovery Programs,0,0,0,0,0,,summary,1,False
2026-08-26,fam_total,"Family Sector, Total",1525,490,1,491,586,99.8,room,0,True
2026-08-26,fam_emerg,"Families, Emergency Shelter Programs",681,229,0,229,249,100.0,room,1,False
2026-08-26,fam_trans_r,"Families, Transitional Shelter Programs",341,120,1,121,119,99.2,room,1,False
2026-08-26,fam_hotel,"Families, Motel/Hotel Programs",503,141,0,141,218,100.0,room,1,False
2026-08-26,sng_hotel,"Single Sector Motel/Hotel, Total",431,201,0,201,258,100.0,room,0,True
2026-08-26,singles_total,"Singles Sectors, Total",3262,3262,120,3382,3490,96.5,bed,0,True
2026-08-26,emerg_total,"Emergency Shelter Programs, Total",2488,2488,61,2549,2645,97.6,bed,1,True
2026-08-26,mix_emerg,"Mixed Adult, Emergency",527,527,2,529,537,99.6,bed,2,False
2026-08-26,men_emerg,"Men, Emergency",1035,1035,48,1083,1166,95.6,bed,2,False
2026-08-26,wom_emerg,"Women, Emergency",488,488,0,488,492,100.0,bed,2,False
2026-08-26,yth_emerg,"Youth, Emergency",438,438,11,449,450,97.6,bed,2,False
2026-08-26,trans_total,"Transitional Shelter Programs, Total",774,774,59,833,845,92.9,bed,1,True
2026-08-26,mix_trans,"Mixed Adult, Transitional",212,212,7,219,219,96.8,bed,2,False
2026-08-26,fam_trans_b,"Families, Transitional",7,7,14,21,22,33.3,bed,2,False
2026-08-26,men_trans,"Men, Transitional",168,168,14,182,185,92.3,bed,2,False
